id,correctors,corrected
113834,13,15
113833,12,14
113831,0,0
113830,8,7
113829,8,12
113828,3,7
113827,0,0
113826,0,2
113825,0,0
113824,14,12
113823,11,5
113822,0,0
113821,10,14
113820,10,10
113819,0,0
113818,0,0
113817,0,0
113816,14,13
113815,0,0
113814,0,0
113813,11,13
113812,9,12
113811,7,11
113810,0,0
113809,0,0
113808,10,14
113807,0,1
113806,0,0
113780,15,21
113779,12,15
113778,12,15
113777,0,0
113776,4,5
113775,0,0
113774,0,0
113773,6,10
113772,0,0
113771,5,4
113770,17,17
113769,17,17
113768,15,18
113767,2,2
113766,0,0
113765,2,4
113764,13,11
113763,0,0
113762,0,1
113761,0,0
113759,0,0
113758,6,9
113757,0,0
113756,0,0
113755,0,0
113754,0,0
113753,14,15
113752,6,10
113751,20,21
113750,11,15
113749,14,18
113748,22,16
113747,0,0
113746,6,7
113745,15,15
113744,0,0
113743,0,0
113742,11,16
113741,0,0
113740,0,0
113739,0,0
113738,0,0
113737,0,0
113736,0,0
113734,9,11
113732,2,6
113731,13,18
113730,19,20
113729,0,0
113728,0,0
113727,0,0
113726,0,0
113725,0,0
113724,0,0
113723,0,0
113722,16,15
113721,8,10
113720,0,0
113719,20,19
113718,13,15
113717,0,0
113716,18,14
113715,17,20
113714,0,0
113713,0,0
113712,14,12
113711,22,19
113710,12,12
113709,17,20
113708,0,0
113706,4,9
113559,0,0
113539,0,0
113049,0,0
113048,0,0
112759,0,0
112451,0,0
112450,27,34
112449,41,48
112305,0,0
111947,0,0
111941,11,0
111940,1,0
111466,0,0
111349,0,0
111348,0,0
111243,0,3
111242,17,13
111238,9,5
111237,0,2
111233,0,0
111232,3,4
111231,0,4
111230,10,12
111229,0,3
111228,10,10
111227,0,4
111226,15,15
111225,12,10
111224,11,9
111223,0,3
111222,7,10
111221,0,0
111220,19,19
111219,13,13
111218,6,8
111217,0,1
111216,0,0
111215,18,13
111214,3,2
111213,20,15
111212,23,11
111211,0,0
111210,14,17
111209,0,0
111208,0,0
111207,0,2
111206,0,0
111205,0,1
111204,0,3
111203,0,0
111202,16,15
111201,0,0
111200,0,0
111199,0,0
111198,15,15
111197,0,0
111196,27,8
111195,0,0
111194,27,15
111193,0,0
111192,0,0
111191,0,0
111190,0,0
111189,0,0
111188,20,17
111187,4,3
111186,0,0
111185,0,0
111184,10,14
111183,10,12
111182,0,0
111181,9,7
111180,0,0
111179,17,11
111178,0,0
111177,15,10
111176,8,8
111175,0,0
111174,0,0
111173,0,0
111172,0,1
111171,14,15
111170,0,4
111169,14,16
111168,3,3
111167,0,0
111166,18,16
111165,21,4
111164,10,7
111163,0,0
111162,0,0
111161,0,0
111160,10,9
111159,0,0
111158,0,0
111157,0,0
111156,16,15
111155,0,0
111154,15,8
111153,19,16
111152,33,13
111151,20,12
111150,0,0
111149,12,9
111148,0,0
111147,0,0
111146,0,0
111145,0,0
111144,10,6
111143,0,0
111142,9,11
111141,0,0
111140,0,0
111139,26,19
111138,16,9
111137,2,4
111136,16,14
111135,2,2
111134,19,16
111133,0,0
111132,10,3
111131,0,0
111130,8,13
111129,7,9
111128,17,11
111127,5,3
111126,10,7
110549,0,0
109954,0,0
109336,0,1
109100,0,0
109099,45,39
109098,29,27
109097,44,49
109096,52,63
109095,65,79
109094,34,41
109093,39,41
109092,65,64
109091,105,116
109090,84,93
109089,57,63
109088,29,30
109087,70,81
109086,39,44
109085,80,108
109084,114,121
109083,13,18
109082,80,96
109081,8,12
109080,83,98
109079,80,89
109078,42,51
109077,57,62
109076,40,60
109075,114,111
109074,0,0
109073,55,59
109072,53,56
109071,38,41
109070,141,133
109069,110,127
109068,40,51
109067,151,153
109066,62,79
109065,55,64
109064,74,89
109063,51,48
109062,36,45
109061,45,58
109060,33,33
109059,51,54
109058,24,26
109057,0,0
109056,34,40
109055,101,105
109054,46,48
109053,27,34
109052,1,2
109051,79,88
109050,0,0
109049,107,121
109048,122,115
109047,109,129
109046,67,64
109044,75,77
109043,148,180
109042,38,44
109041,115,128
109040,136,142
109039,0,0
109038,46,47
109037,114,118
109036,5,7
109035,25,22
109034,100,109
109033,50,53
109032,138,135
109031,121,135
109030,46,36
109029,98,116
109024,40,43
109023,95,101
109020,45,48
109019,63,70
109015,36,42
109013,84,92
109011,0,0
109010,119,128
109009,116,136
109007,87,99
109006,137,153
109004,92,119
109003,156,149
109002,6,8
109001,41,48
109000,45,49
108999,163,146
108998,17,18
108997,86,93
108996,85,105
108995,54,62
108994,84,91
108993,104,126
108992,62,63
108991,43,43
108990,37,42
108989,21,23
108988,84,84
108987,43,47
108986,56,64
108985,114,127
108983,47,52
108982,101,112
108981,0,0
108980,19,25
108979,24,26
108978,23,29
108977,110,128
108976,112,126
108975,0,0
108974,65,73
108973,48,59
108972,55,65
108971,73,81
108970,36,37
108969,0,0
108968,144,168
108967,101,121
108966,44,45
108965,103,122
108964,88,88
108963,121,106
108962,37,44
108961,105,110
108960,136,134
108959,4,6
108958,25,27
108957,62,57
108955,4,8
108954,0,0
108953,48,51
108952,43,47
108951,4,4
108950,178,176
108949,0,2
108948,121,102
108947,38,35
108946,43,49
108945,131,142
108944,80,98
108943,111,136
108942,33,37
108941,84,104
108940,40,41
108939,86,94
108938,66,83
108937,59,63
108936,52,61
108935,0,0
108934,120,131
108933,31,35
108932,28,28
108931,11,15
108930,0,0
108929,72,71
108928,118,127
108927,5,9
108926,114,135
108925,84,108
108924,13,14
108923,19,24
108922,37,40
108921,42,49
108920,44,45
108919,53,60
108918,48,49
108917,121,144
108916,113,122
108915,112,132
108914,146,146
108913,0,0
108912,32,36
108911,46,53
108910,71,80
108909,60,57
108908,118,105
108907,41,45
108906,82,106
108905,93,104
108904,112,139
108903,0,0
108902,33,40
108901,21,29
108900,91,118
108899,98,77
108898,62,61
108897,112,131
108896,82,99
108895,122,131
108894,98,103
108893,104,96
108892,35,38
108891,30,34
108890,83,108
108889,14,18
108888,2,1
108887,49,44
108886,164,175
108885,103,120
108884,122,122
108883,27,32
108882,86,98
108881,52,49
108880,0,1
108879,4,6
108878,94,83
108877,126,131
108876,42,45
108875,0,0
108874,0,0
108790,0,27
108518,0,0
108517,0,0
108516,0,0
108305,0,0
108293,0,0
108134,159,169
107127,30,43
106793,0,0
106763,159,179
106762,17,20
106761,75,95
106760,85,98
106757,0,0
106753,64,46
106748,27,31
106747,119,115
106745,32,31
106744,33,26
106743,12,12
106742,32,31
106741,107,121
106740,69,78
106739,45,48
106738,22,27
106737,26,0
106736,115,133
106735,0,0
106734,128,131
106733,117,119
106732,39,35
106731,128,113
106730,83,98
106729,60,63
106728,34,37
106727,38,41
106726,0,0
106725,34,36
106724,141,153
106723,191,196
106722,0,0
106721,57,66
106720,31,32
106719,70,89
106718,44,46
106717,135,141
106715,2,6
106714,91,105
106712,121,116
106711,112,125
106710,69,76
106709,0,1
106708,6,6
106707,2,4
106705,126,125
106703,75,71
106702,34,41
106701,76,72
106700,33,38
106699,33,35
106698,5,9
106697,36,43
106696,81,100
106695,117,125
106694,187,192
106692,23,28
106691,5,4
106690,0,0
106688,48,44
106687,58,50
106685,0,2
106684,19,26
106683,50,34
106682,202,200
106681,46,47
106680,9,11
106679,143,173
106678,0,0
106677,121,127
106676,202,167
106674,202,179
106673,96,97
106672,7,11
106670,116,130
106669,58,62
106668,52,49
106667,9,15
106666,9,16
106665,34,32
106664,96,99
106662,0,0
106661,70,79
106659,24,30
106658,90,77
106657,109,125
106656,18,27
106655,4,9
106654,139,162
106653,88,118
106652,33,34
106651,112,122
106649,0,0
106647,97,114
106646,107,128
106645,0,0
106644,121,148
106643,31,35
106642,52,46
106640,0,0
106639,71,65
106638,88,107
106636,0,0
106635,52,53
106634,107,132
106632,20,27
106631,22,25
106630,0,0
106629,18,21
106628,8,9
106627,69,77
106626,118,139
106624,59,52
106623,170,186
106622,113,132
106620,117,123
106619,0,0
106618,141,145
106617,53,59
106616,0,0
106615,89,117
106613,0,0
106612,0,0
106611,53,52
106610,33,33
106609,102,116
106607,20,22
106606,31,38
106605,61,69
106604,91,106
106602,6,8
106601,72,77
106600,14,19
106598,34,38
106596,112,123
106595,58,61
106593,68,69
106592,64,71
106591,86,104
106590,182,162
106589,30,34
106588,166,173
106587,43,44
106586,58,57
106585,85,82
106584,5,10
106583,65,67
106582,10,12
106581,56,57
106580,63,61
106579,22,25
106578,61,65
106577,0,0
106576,108,116
106575,10,15
106574,23,29
106573,173,159
106572,96,118
106571,38,42
106570,13,14
106569,43,44
106568,111,132
106567,95,108
106566,88,108
106565,65,68
106564,44,47
106563,33,40
106562,161,161
106561,122,124
106560,120,139
106559,33,30
106558,18,20
106557,144,123
106556,128,140
106555,108,122
106554,25,22
106552,138,129
106551,29,30
106550,114,124
106549,127,136
106548,16,16
106547,78,96
106546,98,103
106545,53,61
106544,33,31
106543,31,33
106542,94,98
106541,52,58
106539,35,38
106538,117,121
106537,46,42
106536,0,0
106535,41,47
106534,31,31
106533,23,28
106532,0,1
106531,126,116
106530,138,163
106529,10,8
106528,130,132
106527,55,54
106526,0,0
106524,84,85
106523,202,200
106522,34,38
106520,190,172
106519,146,155
106518,18,20
106517,138,149
106516,22,27
106514,104,115
106513,0,0
106512,26,33
106501,103,110
106495,91,105
106493,105,93
106404,0,0
104797,0,0
104773,0,0
104396,134,146
104254,17,18
104253,17,15
104252,4,7
104251,0,0
104250,16,15
104249,9,9
104248,19,12
104247,16,14
104243,0,0
104242,0,0
104241,0,0
104240,20,16
104239,66,65
103788,0,0
103777,110,100
103649,0,0
103540,148,158
103487,0,0
103328,0,0
102858,80,98
102043,0,0
101758,0,0
101516,3,1
101512,26,95
101082,0,0
101081,0,0
101080,0,0
101079,3,5
101078,0,0
101077,0,0
101076,0,0
101075,0,0
101074,0,0
101073,0,0
101072,24,21
101071,11,11
101070,5,8
101069,15,18
101068,5,8
101067,0,0
101066,0,0
101065,0,0
101064,17,19
101063,13,10
101062,0,0
101061,17,16
101060,25,22
101059,0,0
101058,0,0
101057,2,5
101056,6,3
101055,10,10
101054,19,18
101053,0,0
101052,0,0
101051,20,18
101050,14,17
101049,17,17
101048,16,16
101047,12,11
101046,10,8
101045,0,0
101044,20,20
101043,13,14
101042,17,18
101041,17,18
101040,22,19
101039,5,2
101038,16,16
101037,15,14
101036,13,14
101028,0,0
100768,0,0
100542,170,143
100537,0,0
100486,0,0
100480,10,15
100476,29,31
100475,0,0
100474,1,3
100473,0,0
100472,5,6
100471,12,17
100470,33,20
100469,107,98
100468,39,43
100467,18,13
100465,72,98
100464,107,132
100463,27,25
100462,0,0
100461,104,109
100460,51,56
100459,3,4
100458,161,140
100457,19,22
100456,6,8
100455,39,44
100454,79,83
100453,0,1
100452,44,50
100451,24,23
100450,106,112
100449,87,93
100448,57,70
100447,101,120
100446,123,132
100445,117,127
100444,49,46
100443,2,7
100442,33,39
100441,160,169
100440,44,50
100439,10,15
100438,20,20
100437,161,149
100406,26,27
100405,143,116
100404,105,116
100403,101,107
100402,200,177
100401,106,128
100400,6,10
100399,124,136
100398,110,128
100397,0,0
100396,82,86
100395,150,91
100394,20,26
100393,31,34
100392,104,118
100391,2,1
100390,75,87
100389,64,70
100388,104,77
100387,13,17
100386,39,38
100385,183,180
100384,0,0
100383,0,0
100381,5,13
100379,21,14
100378,0,1
100377,0,1
100376,5,5
100375,102,115
100374,62,62
100373,46,50
100372,114,119
100371,0,0
100370,30,37
100369,88,104
100368,16,23
100367,101,127
100366,0,0
100365,0,1
100364,0,0
100363,0,1
100362,102,118
100361,0,0
100360,6,8
100359,108,120
100358,120,137
100357,51,55
100356,55,69
100355,15,14
100354,14,19
100353,105,126
100352,34,28
100351,47,48
100350,14,10
100349,28,34
100348,4,6
100347,168,172
100346,56,59
100345,89,111
100344,0,0
100343,98,112
100342,2,0
100341,45,44
100339,59,52
100338,57,58
100337,201,159
100336,55,56
100335,14,14
100333,21,22
100332,83,79
100331,92,112
100330,16,24
100329,93,115
100328,0,0
100327,60,72
100326,103,118
100325,127,138
100324,42,39
100323,88,106
100322,81,85
100321,32,28
100320,30,33
100319,2,1
100318,57,62
100317,120,132
100316,87,91
100315,0,0
100314,0,0
100313,0,0
100312,112,131
100311,109,136
100310,68,73
100309,0,0
100308,51,52
100307,6,5
100306,61,50
100305,142,119
100304,139,148
100303,72,72
100302,163,160
100301,153,164
100300,21,22
100299,42,46
100298,33,39
100297,0,0
100296,34,23
100295,52,44
100294,0,5
100293,0,0
100292,9,9
100291,115,68
100290,53,58
100289,38,42
100288,40,39
100287,73,94
100286,81,70
100285,5,7
100284,201,176
100283,41,39
100282,17,18
100281,100,133
100280,50,41
100279,52,54
100278,120,118
100277,17,17
100275,6,4
100265,0,5
100264,0,2
100263,12,17
100262,38,41
100261,39,43
100258,0,0
100256,0,0
100255,0,0
100156,0,0
99889,0,0
99888,1,0
99887,12,17
99886,21,19
99885,13,14
99884,26,21
99883,16,17
99882,16,16
99881,12,14
99880,13,16
99879,23,21
99878,11,14
99877,23,19
99876,25,19
99875,26,21
99874,20,21
99873,17,17
99872,19,19
99871,14,17
99870,14,16
99726,130,143
99713,0,0
99667,145,117
99637,99,102
99554,0,0
99470,0,0
98539,13,0
98027,200,122
97965,134,126
97961,3,8
97960,0,0
97948,4,0
97942,136,141
97936,0,0
97935,35,40
97933,14,18
97930,41,47
97929,96,115
97925,64,33
97924,109,132
97922,63,66
97921,47,58
97913,96,115
19999,111,136
19996,190,200
19993,101,138
19991,141,153
19990,109,135
19989,105,113
19986,172,182
19981,78,95
19979,174,200
19978,180,200
19972,184,200
19970,99,106
19969,93,125
19955,143,168
19949,190,201
19946,151,138
19942,148,152
19938,98,118
19937,117,144
19935,108,120
19918,113,140
19917,113,134
19916,200,181
19913,98,112
19911,131,198
19910,202,200
19907,132,151
19903,78,94
19899,153,190
19898,96,133
19897,84,114
19893,139,179
19892,91,100
19890,92,95
19879,85,104
19876,47,54
19875,78,100
19872,202,200
19868,191,198
19867,128,134
19866,99,124
19864,196,144
19862,85,151
19860,203,200
19857,141,155
19855,132,165
19854,206,200
19847,138,157
19843,134,141
19842,123,144
19840,208,200
19839,94,114
19827,161,200
19787,220,200
19779,230,200
19736,115,130
19723,77,104
19711,208,200
19674,93,68
19630,92,62
19629,140,147
19609,72,86
19605,151,185
19472,153,162
19324,187,200
19322,197,194
19321,116,113
19304,187,199
19303,125,126
19301,159,182
19297,211,200
19293,125,157
19288,112,105
19279,97,119
19277,107,170
19274,77,91
19270,119,150
19265,89,128
19260,141,173
19259,160,174
19255,143,156
19253,184,200
19241,85,108
19238,73,81
19237,153,147
19236,101,129
19228,120,174
19227,86,124
19226,124,149
19220,189,200
19217,135,146
19216,204,200
19215,146,163
19213,153,178
19200,81,69
19197,86,99
19195,146,164
19190,193,200
19183,200,200
19180,105,125
19178,121,153
19177,138,118
19175,91,113
19172,77,75
19168,127,150
19165,98,109
19164,69,89
19162,82,108
19157,206,200
19151,210,200
19148,108,137
19144,77,100
19139,70,90
19128,76,100
19125,167,194
19121,200,200
19116,161,200
19106,109,124
19104,82,93
19100,36,41
19099,106,114
19096,87,94
19092,92,116
19091,81,98
19084,74,89
19080,206,157
19077,101,122
19074,106,83
19066,194,200
19063,161,200
19062,81,127
19058,128,148
19054,52,61
19053,140,135
19052,135,148
19049,202,200
19042,108,129
19035,89,127
19023,172,189
19019,59,94
19018,86,99
19016,92,104
19014,199,200
19013,84,86
18997,54,59
18994,73,76
18986,79,99
18983,158,164
18981,83,103
18976,94,141
18970,176,158
18967,130,147
18964,182,200
18960,101,112
18959,102,114
18944,69,96
18933,204,200
18918,136,152
18916,202,138
18904,58,72
18897,147,170
18893,84,107
18876,80,101
18868,122,160
18864,64,89
18862,139,140
18859,204,200
18857,65,86
18855,63,76
18847,206,184
18836,131,153
18835,150,158
18834,119,101
18827,124,137
18826,211,200
18824,137,110
18823,131,171
18815,110,146
18810,109,147
18808,77,125
18806,158,178
18792,177,200
18788,89,114
18778,78,96
18771,87,123
18764,116,123
18763,107,124
18761,88,93
18760,134,128
18740,94,101
18739,105,119
18738,200,200
18737,115,150
18734,92,117
18733,114,152
18731,100,114
18730,166,196
18729,91,106
18727,208,200
18725,131,143
18716,141,185
18712,74,85
18709,94,106
18708,104,123
18706,85,83
18704,89,97
18700,150,200
18699,82,94
18697,113,154
18696,176,162
18695,117,160
18691,64,71
18690,98,121
18689,69,102
18682,100,109
18681,115,126
18679,206,200
18670,96,139
18668,176,130
18665,124,144
18661,199,200
18660,122,130
18653,119,161
18652,178,200
18651,109,124
18646,88,99
18642,117,122
18641,70,84
18640,137,173
18639,182,200
18637,173,188
18636,173,200
18635,200,200
18634,119,136
18633,49,52
18631,204,131
18628,147,142
18627,131,141
18625,41,49
18621,85,117
18614,137,152
18606,185,200
18605,124,172
18601,127,149
18599,148,200
18590,114,150
18589,72,110
18581,206,200
18578,218,200
18576,56,72
18573,151,200
18570,169,151
18568,200,200
18565,202,200
18563,101,121
18559,102,129
18556,92,119
18554,132,158
17710,78,81
17317,107,139
17313,63,79
17311,150,200
17309,53,87
17308,94,119
17302,122,136
17298,138,144
17297,97,116
17296,179,164
17295,134,164
17294,202,192
17288,148,176
17285,60,66
17284,169,198
17283,56,75
17282,135,200
17270,71,93
17266,151,162
17265,91,96
17261,97,125
17259,158,127
17249,152,200
17245,98,110
17241,130,138
17233,163,196
17230,152,189
17219,88,112
17215,195,200
17207,140,167
17206,187,181
17203,111,118
16952,106,138
16946,119,112
16944,200,200
16941,88,94
16935,111,127
16925,71,85
16921,99,132
16916,179,200
16912,67,90
16908,190,200
16899,98,113
16894,203,200
16892,151,175
16885,71,74
16883,61,75
16880,106,133
16879,104,128
16875,91,110
16867,114,124
16859,92,109
16857,191,201
16851,90,113
16841,147,175
16836,172,200
16834,149,197
16829,125,162
16826,204,200
16823,209,200
16819,141,116
16817,106,117
16809,134,168
16801,118,136
16779,74,100
16773,154,156
16769,142,167
16766,206,200
16759,109,170
16750,129,155
16732,200,200
16731,39,50
16721,118,129
16715,117,120
16714,98,117
16702,116,128
16692,74,79
16690,186,200
16687,109,133
16684,124,153
16676,202,200
16671,80,107
16658,204,200
16651,179,182
16648,98,123
16645,206,200
16643,100,105
16642,3,0
16641,176,200
16632,117,136
16622,111,130
16619,204,200
16618,204,200
16606,146,175
16605,128,142
16602,110,131
16594,93,122
16593,97,121
16588,123,151
16580,206,200
16579,200,202
16570,106,127
16560,131,150
16553,100,150
16538,207,200
16532,204,200
16528,107,126
16526,170,182
16517,187,200
16515,187,202
16513,115,117
16511,116,123
16504,72,94
16490,90,116
16487,159,190
16485,202,200
16484,88,93
16483,129,139
16480,166,200
16471,92,98
16458,210,200
16456,131,121
16454,202,200
16453,202,200
16451,103,130
16443,102,148
16442,106,100
16440,214,200
16436,205,200
16434,113,133
16422,189,182
16420,120,118
16416,106,135
16410,119,145
16407,99,123
16404,137,139
16397,118,144
16390,117,116
16385,77,100
16380,200,200
16367,202,200
16364,128,146
16363,147,200
16352,106,128
16339,105,132
16338,111,125
16317,206,200
16316,164,200
16310,240,200
16308,120,145
16302,202,200
16138,123,145
16132,177,200
16131,90,79
16126,148,169
16124,204,136
16117,93,96
16114,98,160
16106,84,99
16105,166,198
16104,131,166
16097,205,200
16096,202,200
16078,101,124
16074,122,150
16068,158,174
16064,186,199
16058,178,189
16053,119,159
16051,80,100
16042,193,181
16035,54,90
16034,204,200
16033,59,91
16030,82,116
16029,157,194
16028,114,120
16025,34,44
16023,80,108
16022,101,119
16020,120,122
16018,58,87
16017,170,200
16015,124,155
16013,200,200
16008,77,118
16002,162,180
16001,204,200
15998,143,164
15993,183,200
15992,123,153
15981,146,175
15980,87,124
15979,126,147
15978,103,105
15976,202,200
15972,93,111
15968,121,127
15965,100,129
15952,155,200
15951,118,132
15950,163,174
15944,212,200
15938,38,67
15932,107,138
15923,152,186
15921,87,110
15918,201,200
15905,200,200
15904,71,97
15903,148,183
15890,123,119
15889,202,200
15886,113,129
15885,189,200
15880,169,200
15879,171,195
15878,40,51
15876,98,123
15874,142,196
15871,128,142
15850,204,200
15847,81,120
15845,53,84
15843,97,127
15835,162,185
15821,101,108
15814,124,125
15812,157,123
15785,145,187
15778,165,194
15776,78,106
15764,90,110
15748,202,200
15744,203,200
15743,170,182
15742,79,105
15736,116,154
15714,118,129
15713,86,105
15703,142,184
15702,79,110
15694,123,145
15689,121,112
15681,206,200
15671,107,151
15670,43,57
15659,105,111
15657,138,162
15656,101,130
15655,134,170
15647,204,200
15646,201,175
15644,164,187
15640,133,147
15638,200,200
15637,202,200
15635,194,200
15631,153,180
15629,92,123
15619,85,102
15615,201,202
15606,137,163
15605,165,191
15604,128,166
15600,86,120
15594,151,168
15591,159,174
15590,93,125
15588,154,200
15587,100,110
15584,206,201
15582,180,200
15580,162,170
15571,87,104
15568,123,101
15554,204,125
15553,105,132
15537,98,115
15536,201,200
15535,111,133
15533,85,114
15529,73,115
15521,88,125
15515,200,200
15514,65,99
15506,203,200
15504,85,87
15503,120,127
15502,195,200
15501,209,200
15492,193,200
15483,130,152
15481,100,135
15471,108,119
15456,92,134
15446,104,113
15442,144,185
15435,186,176
15305,102,90
15299,103,139
15297,102,121
15293,191,200
15292,118,137
15289,184,193
15284,110,135
15278,104,108
15276,92,107
15259,133,148
15258,77,107
15238,125,102
15225,151,174
15221,64,68
15220,145,151
15216,131,141
15203,98,110
15201,200,200
15199,187,200
15191,204,200
15190,109,122
15179,144,152
15173,107,131
15166,105,128
15164,148,149
15160,172,200
15159,158,181
15155,180,184
15149,94,100
15145,128,155
15141,135,148
15135,175,200
15133,200,200
15129,99,130
15124,204,200
15121,177,200
15090,124,151
15085,109,118
15083,123,161
15082,179,200
15080,149,178
15079,113,124
15077,152,181
15069,121,142
15062,105,117
15037,100,124
15019,117,159
15016,65,91
15014,106,151
15011,82,130
14993,169,200
14971,79,97
14970,135,167
14967,130,121
14966,131,158
14954,99,106
14953,139,135
14951,93,119
14949,206,200
14946,203,200
14940,116,146
14934,152,200
14933,132,143
14929,208,200
14921,112,142
14916,85,109
14912,117,139
14905,134,142
14892,124,173
14890,122,122
14888,123,145
14872,200,200
14871,189,200
14870,99,173
14861,130,142
14856,201,178
14854,121,169
14852,88,138
14851,135,152
14850,101,124
14834,202,200
14827,74,82
14821,130,147
14819,96,138
14812,139,133
14808,207,200
14807,141,160
14805,117,134
14797,103,117
14794,181,148
14785,208,200
14781,204,200
14778,102,97
14777,67,83
14774,204,200
14770,94,110
14763,176,200
14762,202,200
14756,77,91
14752,206,200
14738,143,168
14737,204,200
14736,176,200
14723,164,186
14722,97,105
14716,205,200
14712,128,200
14698,88,111
14689,163,178
14682,176,200
14681,94,105
14663,97,105
14661,202,200
14654,195,200
14647,150,158
14634,203,200
14628,127,164
14627,131,135
14625,156,175
14622,113,132
14618,206,200
14615,112,154
14608,96,134
14603,114,140
14595,202,200
14593,160,193
14592,204,200
14589,156,195
14588,99,114
14587,210,200
14586,123,144
14584,160,177
14581,107,140
14562,82,110
14560,206,200
14553,84,120
14541,205,200
14530,202,200
14525,200,200
14523,202,200
14522,197,200
14521,204,200
14519,111,160
14518,188,197
14517,147,165
14507,136,141
14501,207,200
14500,204,127
14494,202,200
14492,202,200
14367,3,30
13067,0,0
13034,185,198
12838,98,112
12837,64,96
12792,93,87
12775,129,149
12769,71,94
12765,171,203
12764,50,48
12762,77,93
12759,119,139
99889,0,0
99888,1,0
99887,12,17
99886,21,19
99885,13,14
99884,26,21
99883,16,17
99882,16,16
99881,12,14
99880,13,16
99879,23,21
99878,11,14
99877,23,19
99876,25,19
99875,26,21
99874,20,21
99873,17,17
99872,19,19
99871,14,17
99870,14,16
99726,130,143
99713,0,0
99667,145,117
99637,99,99
99554,0,0
99470,0,0
98539,13,0
98027,200,122
97965,134,123
97961,3,8
97960,0,0
97948,4,0
97942,136,141
97936,0,0
97935,35,40
97933,14,18
97930,41,47
97929,96,115
97925,64,33
97924,109,132
97922,63,66
97921,47,58
97913,96,115
97909,105,130
97904,202,189
97902,14,17
97898,22,32
97895,44,33
97894,124,102
97892,31,33
97891,39,44
97888,28,32
97887,43,51
97884,56,84
97882,12,16
97878,38,40
97877,26,32
97875,0,0
97872,78,83
97871,25,27
97869,108,139
97867,128,146
97864,57,52
97855,51,65
97854,22,25
97849,79,94
97848,80,80
97847,130,133
97845,0,0
97842,39,51
97841,11,15
97839,0,4
97838,0,0
97835,203,157
97834,38,41
97832,0,0
97830,122,132
97829,97,114
97827,107,123
97825,29,35
97823,59,77
97822,0,0
97821,110,97
97817,0,0
97814,31,35
97813,32,34
97812,22,27
97810,10,12
97807,109,103
97804,24,28
97802,152,147
97799,125,123
97798,123,131
97797,101,113
97795,11,18
97792,10,7
97787,5,2
97776,39,42
97775,17,17
97773,34,41
97769,0,0
97767,8,7
97763,9,1
97756,138,128
97754,2,6
97725,28,33
97724,125,128
97723,0,0
97722,119,108
97721,105,126
97720,32,41
97719,87,127
97718,0,0
97717,0,0
97716,203,181
97715,86,108
97714,106,130
97712,9,7
97711,10,16
97708,64,74
97707,78,127
97706,51,58
97705,45,48
97704,124,132
97703,96,115
97702,59,65
97686,22,26
97685,0,0
97684,46,51
97683,22,32
97682,62,70
97681,117,147
97680,57,69
97679,68,74
97678,69,86
97677,155,128
97676,74,80
97674,29,26
97673,108,105
97671,4,5
97664,163,120
97663,136,159
97661,0,1
97660,0,4
97658,0,0
97655,7,11
97654,136,122
97653,37,41
97651,42,51
97650,141,120
97649,122,134
97647,148,130
97643,39,43
97642,96,120
97641,80,101
97640,15,15
97638,6,4
97637,34,41
97633,2,8
97632,67,77
97629,68,85
97625,130,122
97624,46,56
97622,0,0
97619,72,42
97616,35,38
97615,10,17
97610,189,155
97607,110,122
97603,135,136
97597,52,50
97591,11,17
97589,202,131
97583,90,111
97582,41,43
97580,105,107
97579,97,101
97578,47,47
97577,0,0
97576,82,102
97575,24,29
97574,105,123
97573,27,32
97572,55,66
97571,9,11
97570,37,47
97569,0,0
97568,27,37
97567,106,138
97566,84,95
97565,25,25
97564,152,136
97563,8,8
97562,24,31
97561,112,132
97560,154,156
97559,1,1
97558,0,0
97557,118,131
97556,22,22
97555,37,14
97554,4,8
97553,34,35
97552,14,9
97551,182,159
97550,100,121
97549,94,108
97548,30,38
97547,99,104
97546,29,37
97545,170,114
97544,101,126
97543,18,0
97542,98,144
97541,102,126
97540,16,25
97539,0,0
97538,0,0
97537,33,39
97536,53,46
97535,90,96
97534,73,88
97533,15,21
97532,50,55
97531,20,22
97530,52,54
97529,43,47
97528,4,9
97527,55,64
97526,13,19
97525,0,0
97524,39,46
97523,99,125
97522,20,29
97521,114,131
97520,116,139
97519,21,32
97518,128,108
97517,21,20
97516,107,126
97515,88,121
97390,0,0
97306,0,0
97174,200,118
97149,154,116
97139,81,116
97132,37,65
97081,99,100
97072,64,87
97007,71,74
96996,147,145
96990,71,103
96983,104,108
96980,141,130
96962,93,109
96952,92,121
96944,115,133
96936,71,96
96934,61,102
96926,90,105
96907,127,113
96823,126,109
96803,92,127
96287,0,0
96286,0,0
96285,0,0
96268,135,130
96254,121,125
96239,151,168
96194,79,70
96177,69,102
96108,134,118
96100,96,86
96081,158,152
96071,108,119
96067,124,120
96060,104,113
96025,105,87
96005,99,124
95997,120,144
95963,57,60
95947,0,16
95946,0,0
95766,24,32
95690,0,0
95374,27,28
95372,51,47
95364,64,93
95363,120,136
95359,0,0
95357,33,40
95355,25,29
95354,16,16
95353,39,39
95351,7,11
95350,105,49
95349,30,33
95347,20,24
95346,150,170
95345,58,50
95343,5,8
95341,84,86
95340,134,121
95339,82,105
95338,55,55
95337,12,7
95334,144,160
95333,0,0
95332,108,130
95331,76,69
95330,154,160
95328,127,117
95327,0,1
95326,0,0
95324,45,49
